Symbol,Company,DPM,DPM Name,DPM EFID,DPM Firm ID,Extended-Hours Eligible,Settlement Style,Tick Type,Symbol Type,Post,Station
FDNI,FIRST TR EXCHANGE-TRADED FD II DJ INTL INTRNT,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
FXN,FIRST TR EXCHANGE-TRADED FD II ENERGY ALPHADX,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
FAN,FIRST TR EXCHANGE-TRADED FD II GBL WND ENRG ETF,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
FXH,FIRST TR EXCHANGE-TRADED FD II HLTH CARE ALPH,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
FXR,FIRST TR EXCHANGE-TRADED FD II INDLS PROD DUR,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
FTAG,FIRST TR EXCHANGE-TRADED FD II INDXX GLOBAL AGR,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
FXZ,FIRST TR EXCHANGE-TRADED FD II MATERIALS ALPH,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
CIBR,FIRST TR EXCHANGE-TRADED FD II NASDAQ CYB ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
FXL,FIRST TR EXCHANGE-TRADED FD II TECH ALPHADEX,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
FXU,FIRST TR EXCHANGE-TRADED FD II UTILITIES ALPH,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
MISL,FIRST TR EXCHANGE-TRADED FD INDXX AEROSPACE,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
LMBS,FIRST TR EXCHANGE-TRADED FD IV FST LOW OPPT EFT,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
QCLN,FIRST TR EXCHANGE-TRADED FD NAS CLNEDG GREEN,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
QQEW,FIRST TR EXCHANGE-TRADED FD NASDAQ-100 SEL,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
FCG,FIRST TR EXCHANGE-TRADED FD NAT GAS ETF,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,1,1
FBT,FIRST TR EXCHANGE-TRADED FD NY ARCA BIOTECH,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
FDL,FIRST TR EXCHANGE-TRADED FD SHS,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
FVD,FIRST TR EXCHANGE-TRADED FD SHS,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
QTEC,FIRST TR EXCHANGE-TRADED FD SHS,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
FPX,FIRST TR EXCHANGE-TRADED FD US EQTY OPPT ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
QABA,FIRST TR EXCHANGE-TRADED FD UT COM SHS ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
CRPT,FIRST TR EXCHNG TRADED FD VIII SKYBRIDGE CRYPTO,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,8,1
FIXD,FIRST TR EXCHNG TRADED FD VIII SMITH OPPORT FXD,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
TRAX,FIRST TRACKS BIOTHERAPEUTICS ORD SHS,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,Equity,2,1
FWRG,FIRST WATCH RESTAURANT GROUP I COM,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,1,1
FCFS,FIRSTCASH HOLDINGS INC COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,1,1
FE,FIRSTENERGY CORP COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,1,1
FSV,FIRSTSERVICE CORP NEW COM,Yes,Group One Trading LLC,GMVE,PRGD,No,American,nickel,Equity,1,1
FSUN,FIRSTSUN CAP BANCORP COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,2,1
FISV,FISERV INC COM,Yes,"Jane Street Capital, LLC",ZDDD,JNSC,No,American,nickel,Equity,1,1
FIVE,FIVE BELOW INC COM,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,2,1
FPH,FIVE POINT HOLDINGS LLC COM CL A,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,1,1
FSBC,FIVE STAR BANCORP COM,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,2,1
FIVN,FIVE9 INC COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,1,1
FVRR,FIVERR INTL LTD ORD SHS,Yes,"IMC-Chicago, LLC dba IMC Financial Markets",IMCC,HLND,No,American,nickel,Equity,2,1
FLG,FLAGSTAR BANK NATIONAL ASSOCIA COM NEW,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,1,1
FLNG,FLEX LNG LTD SHS,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,2,1
FLEX,FLEX LTD ORD,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,1,1
TDTT,FLEXSHARES TR IBOXX 3R TARGT,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
IQDF,FLEXSHARES TR INTL QLTDV IDX,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
GUNR,FLEXSHARES TR MORNSTAR UPSTR,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
QDEF,FLEXSHARES TR QLT DIV DEF IDX,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
FND,FLOOR & DECOR HLDGS INC CL A,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,1,1
FTK,FLOTEK INDUSTRIES INC COM NEW,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,2,1
FLO,FLOWERS FOODS INC COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,2,1
FLS,FLOWSERVE CORP COM,Yes,"IMC-Chicago, LLC dba IMC Financial Markets",IMCC,HLND,No,American,nickel,Equity,2,1
FLNC,FLUENCE ENERGY INC COM CL A,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,2,1
FLR,FLUOR CORP COM,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,2,1
FLUT,FLUTTER ENTMT PLC SHS,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,2,1
FLUX,FLUX PWR HLDGS INC COM NEW,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,2,1
FLYW,FLYWIRE CORPORATION COM VTG,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,Equity,1,1
FMC,FMC CORP COM NEW,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,1,1
FHTX,FOGHORN THERAPEUTICS INC COM,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,1,1
FLD,FOLD HLDGS INC COM CL A,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,1,1
FMX,FOMENTO ECONOMICO MEXICANO S A SPON ADR UNITS,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,1,1
F,FORD MTR CO COM,Yes,Optiver US LLC,QOPT,OPTI,No,American,penny,Equity,1,1
FOR,FORESTAR GROUP INC COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,1,1
FPS,FORGENT POWER SOLUTIONS INC COM SHS CL A,Yes,"IMC-Chicago, LLC dba IMC Financial Markets",IMCC,HLND,No,American,nickel,Equity,1,1
FORM,FORMFACTOR INC COM,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,2,1
FORR,FORRESTER RESH INC COM,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,1,1
FBRX,FORTE BIOSCIENCES INC COM NEW,Yes,Group One Trading LLC,GMVE,PRGD,No,American,nickel,Equity,2,1
FTNT,FORTINET INC COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,penny,Equity,2,1
FTS,FORTIS INC COM,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,1,1
FTV,FORTIVE CORP COM,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,1,1
FTRE,FORTREA HLDGS INC COMMON STOCK,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,1,1
FBIO,FORTRESS BIOTECH INC COM NEW,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,2,1
FSM,FORTUNA MNG CORP COM NEW,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,2,1
FBIN,FORTUNE BRANDS INNOVATIONS INC COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,1,1
FET,FORUM ENERGY TECHNOLOGIES INC COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,2,1
FRMM,FORUM MARKETS INC COM SHS,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,1,1
FWRD,FORWARD AIR CORP COM,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,1,1
FWDI,FORWARD INDUSTRIES INC COM NEW,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,1,1
FOSL,FOSSIL GROUP INC COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,1,1
FSTR,FOSTER L B CO COM,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,Equity,1,1
FOXA,FOX CORP CL A COM,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,2,1
FOX,FOX CORP CL B COM,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,1,1
FOXF,FOX FACTORY HLDG CORP COM,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,2,1
FNV,FRANCO NEV CORP COM,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,1,1
FBRT,FRANKLIN BSP RLTY TR INC COMMON STOCK,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,1,1
FC,FRANKLIN COVEY CO COM,Yes,Group One Trading LLC,GMVE,PRGD,No,American,nickel,Equity,2,1
FELE,FRANKLIN ELEC INC COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,2,1
BEN,FRANKLIN RESOURCES INC COM,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,1,1
SOEZ,FRANKLIN SOLANA TR EXCHANGE TRD FD,Yes,"IMC-Chicago, LLC dba IMC Financial Markets",IMCC,HLND,No,American,nickel,ETF,2,1
FSP,FRANKLIN STR PPTYS CORP COM,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,Equity,1,1
FLAX,FRANKLIN TEMPLETON ETF TR FRANKLIN ASIA,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,2,1
FLEU,FRANKLIN TEMPLETON ETF TR FRANKLIN FTSE,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
FLIN,FRANKLIN TEMPLETON ETF TR FRANKLIN INDIA,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,1,1
FLEE,FRANKLIN TEMPLETON ETF TR FTSE EUROPE,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
FLGR,FRANKLIN TEMPLETON ETF TR FTSE GERMANY,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
FLJP,FRANKLIN TEMPLETON ETF TR FTSE JAPAN ETF,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,1,1
FLJH,FRANKLIN TEMPLETON ETF TR FTSE JAPAN HDG,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
FLMX,FRANKLIN TEMPLETON ETF TR FTSE MEXICO,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
FKWL,FRANKLIN WIRELESS CORP COM,Yes,"Jane Street Capital, LLC",ZDDD,JNSC,No,American,nickel,Equity,2,1
XRPZ,FRANKLIN XRP TRUST FRANKLIN XRP ETF,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,2,1
FRHC,FREEDOM HOLDING CORP COM,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,1,1
FCX,FREEPORT MCMORAN INC CL B,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,penny,Equity,1,1
RAIL,FREIGHTCAR AMER INC COM,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,1,1
FEIM,FREQUENCY ELECTRS INC COM,Yes,"Jane Street Capital, LLC",ZDDD,JNSC,No,American,nickel,Equity,1,1
FMS,FRESENIUS MEDICAL CARE AG SPONSORED ADR,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,2,1
FDP,FRESH DEL MONTE PRODUCE INC ORD,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,1,1
FRPT,FRESHPET INC COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,1,1
FRSH,FRESHWORKS INC CLASS A COM,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,1,1
FTDR,FRONTDOOR INC COM,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,1,1
ULCC,FRONTIER GROUP HLDGS INC COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,2,1
FRO,FRONTLINE PLC COM,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,2,1
FSK,FS KKR CAP CORP COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,1,1
IGLD,FT Vest Gold Strategy Target Income ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,8,1
RDVI,FT Vest Rising Dividend Achievers Target Income ETF,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,1,1
FTAI,FTAI AVIATION LTD SHS,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,1,1
FIP,FTAI INFRASTRUCTURE INC COMMON STOCK,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,1,1
FTCI,FTC SOLAR INC COM NEW,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,1,1
FCN,FTI CONSULTING INC COM,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,2,1
FUBO,FUBOTV INC COM NEW CL A,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,penny,Equity,1,1
FTEK,FUEL TECH INC COM,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,2,1
FCEL,FUELCELL ENERGY INC COM NEW,Yes,"IMC-Chicago, LLC dba IMC Financial Markets",IMCC,HLND,No,American,nickel,Equity,1,1
FULC,FULCRUM THERAPEUTICS INC COM,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,1,1
FLGT,FULGENT GENETICS INC COM,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,1,1
FLL,FULL HSE RESORTS INC COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,2,1
YMM,FULL TRUCK ALLIANCE CO LTD SPONSORED ADS,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,1,1
FUL,FULLER H B CO COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,1,1
FULT,FULTON FINL CORP PA COM,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,1,1
FNKO,FUNKO INC COM CL A,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,2,1
FUTU,FUTU HLDGS LTD SPON ADS CL A,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,penny,Equity,1,1
FF,FUTUREFUEL CORP COM,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,2,1
FVCB,FVCBANKCORP INC COM,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,Equity,2,1
FRNW,Fidelity Clean Energy ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
FCLD,Fidelity Cloud Computing ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
FDEM,Fidelity Emerging Markets Multifactor ETF,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
FETH,Fidelity Ethereum Fund,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,1,1
FFDI,Fidelity Fundamental Developed International ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
FFEM,Fidelity Fundamental Emerging Markets ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
FFGX,Fidelity Fundamental Global ex-U.S. ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
FFLV,Fidelity Fundamental Large Cap Value ETF,Yes,"IMC-Chicago, LLC dba IMC Financial Markets",IMCC,HLND,No,American,nickel,ETF,1,1
FHEQ,Fidelity Hedged Equity ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
FDEV,Fidelity International Multifactor ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
FMAG,Fidelity Magellan ETF,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,2,1
FPRO,Fidelity Real Estate Investment ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
FBTC,Fidelity Wise Origin Bitcoin Fund,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,8,1
FYEE,Fidelity Yield Enhanced Equity ETF,Yes,"IMC-Chicago, LLC dba IMC Financial Markets",IMCC,HLND,No,American,nickel,ETF,1,1
SIXM,Financial Select Sector Index S&P 500,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,European,nickel,Index,7,1
EZBC,Franklin Bitcoin ETF,Yes,"IMC-Chicago, LLC dba IMC Financial Markets",IMCC,HLND,No,American,nickel,ETF,1,1
EZET,Franklin Ethereum ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,1,1
HELX,Franklin Genomic Advancements ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
FLQL,Franklin U.S. Large Cap Multifactor Index ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
FRDM,Freedom 100 Emerging Markets ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
GIII,G III APPAREL GROUP LTD COM,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,2,1
GAIA,GAIA INC NEW CL A,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,2,1
GANX,GAIN THERAPEUTICS INC COM,Yes,Group One Trading LLC,GMVE,PRGD,No,American,nickel,Equity,1,1
GLXY,GALAXY DIGITAL INC. CL A,Yes,"IMC-Chicago, LLC dba IMC Financial Markets",IMCC,HLND,No,American,penny,Equity,1,1
GALT,GALECTIN THERAPEUTICS INC COM NEW,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,2,1
GAU,GALIANO GOLD INC COM,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,2,1
AJG,GALLAGHER ARTHUR J & CO COM,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,2,1
GAMB,GAMBLING COM GROUP LIMITED ORDINARY SHARES,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,Equity,1,1
GME,GAMESTOP CORP CL A,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,penny,Equity,1,1
GLPI,GAMING & LEISURE P COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,1,1
GOTU,GAOTU TECHEDU INC SPONSORED ADS,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,2,1
GAP,GAP INC COM,Yes,"Susquehanna Securities, LLC",SQQJ,SSUS,No,American,penny,Equity,2,1
GRMN,GARMIN LTD SHS,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,1,1
GTX,GARRETT MOTION INC COM,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,2,1
IT,GARTNER INC COM,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,2,1
GTES,GATES INDL CORP PLC ORD SHS,Yes,"IMC-Chicago, LLC dba IMC Financial Markets",IMCC,HLND,No,American,nickel,Equity,2,1
GATX,GATX CORP COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,2,1
GBFH,GBANK FINL HLDGS INC COM,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,1,1
GCMG,GCM GROSVENOR INC COM CL A,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,1,1
GDS,GDS HLDGS LTD SPONSORED ADS,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,2,1
GE,GE AEROSPACE COM NEW,Yes,"Susquehanna Securities, LLC",SQQJ,SSUS,No,American,penny,Equity,2,1
GEHC,GE HEALTHCARE TECHNOLOGIES INC COMMON STOCK,Yes,"IMC-Chicago, LLC dba IMC Financial Markets",IMCC,HLND,No,American,nickel,Equity,1,1
GEV,GE VERNOVA INC COM,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,2,1
GEMI,GEMINI SPACE STA INC CL A COM,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,2,1
GEN,GEN DIGITAL INC COM,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,2,1
GNSS,GENASYS INC COM,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,1,1
GNK,GENCO SHIPPING & TRADING LTD SHS,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,2,1
GENC,GENCOR INDS INC COM,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,Equity,1,1
WGS,GENEDX HOLDINGS CORP COM CL A,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,1,1
GNLX,GENELUX CORPORATION COM,Yes,Group One Trading LLC,GMVE,PRGD,No,American,nickel,Equity,1,1
GNRC,GENERAC HLDGS INC COM,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,2,1
GD,GENERAL DYNAMICS CORP COM,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,2,1
GIS,GENERAL MILLS INC COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,2,1
GM,GENERAL MTRS CO COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,penny,Equity,2,1
GCO,GENESCO INC COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,2,1
GEL,GENESIS ENERGY L P UNIT LTD PARTN,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,2,1
GNE,GENIE ENERGY LTD CL B,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,2,1
GENI,GENIUS SPORTS LIMITED SHARES CL A,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,2,1
GMAB,GENMAB A/S SPONSORED ADS,Yes,"IMC-Chicago, LLC dba IMC Financial Markets",IMCC,HLND,No,American,nickel,Equity,1,1
G,GENPACT LIMITED SHS,Yes,Group One Trading LLC,GMVE,PRGD,No,American,nickel,Equity,2,1
GNTX,GENTEX CORP COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,2,1
THRM,GENTHERM INC COM,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,2,1
GPC,GENUINE PARTS CO COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,1,1
GNW,GENWORTH FINL INC COM SHS,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,2,1
GEO,GEO GROUP INC COM,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,2,1
GPRK,GEOPARK LTD USD SHS,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,1,1
GEOS,GEOSPACE TECHNOLOGIES CORP COM,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,1,1
GGB,GERDAU SA SPON ADR REP PFD,Yes,Group One Trading LLC,GMVE,PRGD,No,American,nickel,Equity,1,1
GABC,GERMAN AMERN BANCORP INC COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,1,1
GERN,GERON CORP COM,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,2,1
GETY,GETTY IMAGES HOLDINGS INC CL A COM,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,1,1
GTY,GETTY RLTY CORP NEW COM,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,Equity,1,1
GEVO,GEVO INC COM PAR,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,2,1
GFL,GFL ENVIRONMENTAL INC SUB VTG SHS,Yes,Group One Trading LLC,GMVE,PRGD,No,American,nickel,Equity,2,1
GHRS,GH RESEARCH PLC ORDINARY SHARES,Yes,Group One Trading LLC,GMVE,PRGD,No,American,nickel,Equity,2,1
ROCK,GIBRALTAR INDS INC COM,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,Equity,1,1
GCT,GIGACLOUD TECHNOLOGY INC CLASS A ORD,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,2,1
GILT,GILAT SATELLITE NETWORKS LTD SHS NEW,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,2,1
GIL,GILDAN ACTIVEWEAR INC COM,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,1,1
GILD,GILEAD SCIENCES INC COM,Yes,"IMC-Chicago, LLC dba IMC Financial Markets",IMCC,HLND,No,American,penny,Equity,1,1
DNA,GINKGO BIOWORKS HOLDINGS INC CL A NEW,Yes,"IMC-Chicago, LLC dba IMC Financial Markets",IMCC,HLND,No,American,nickel,Equity,1,1
